Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000366
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;00:05:49;08:41:01;14.02.2019;Y;06;52 19.74587 N;009 44.50948 E;0.052;0.0;;51.8;10.375;8.0;56.671;1032.479;8.9;66679
$;00:05:51;08:41:03;14.02.2019;Y;07;52 19.74613 N;009 44.50950 E;0.055;0.1;;52.1;10.500;7.875;56.458;1032.400;8.8;66679
$;00:05:53;08:41:05;14.02.2019;Y;07;52 19.74622 N;009 44.50949 E;0.058;0.1;;52.0;10.500;7.875;56.129;1032.319;8.9;66679
$;00:05:55;08:41:07;14.02.2019;Y;07;52 19.74652 N;009 44.50918 E;1.467;2.7;;52.0;10.375;7.875;56.198;1032.349;8.8;66679
$;00:05:57;08:41:09;14.02.2019;Y;07;52 19.74632 N;009 44.50891 E;0.329;0.6;;51.6;10.375;8.0;56.877;1032.310;8.9;66679
$;00:05:59;08:41:11;14.02.2019;Y;07;52 19.74599 N;009 44.50933 E;1.095;2.0;252.30;52.0;10.500;8.0;56.633;1032.449;8.8;66679
$;00:06:01;08:41:13;14.02.2019;Y;07;52 19.74611 N;009 44.50931 E;0.345;0.6;;52.6;10.750;7.875;56.801;1032.359;8.9;66679
$;00:06:03;08:41:15;14.02.2019;Y;07;52 19.74595 N;009 44.50922 E;0.241;0.4;;52.1;10.750;8.0;57.144;1032.410;8.9;66679
$;00:06:05;08:41:17;14.02.2019;Y;07;52 19.74609 N;009 44.50908 E;0.091;0.1;;51.9;10.750;8.0;57.297;1032.329;8.9;66679
$;00:06:07;08:41:19;14.02.2019;Y;07;52 19.74558 N;009 44.50897 E;1.349;2.4;203.15;50.2;10.750;8.125;58.37;1032.310;8.8;66679
$;00:06:09;08:41:21;14.02.2019;Y;07;52 19.74513 N;009 44.50906 E;0.416;0.7;;50.0;10.750;8.250;58.762;1032.339;8.9;66679
$;00:06:11;08:41:23;14.02.2019;Y;07;52 19.74528 N;009 44.50895 E;0.312;0.5;;50.0;10.875;8.250;60.59;1032.270;8.9;66679
$;00:06:13;08:41:25;14.02.2019;Y;06;52 19.74515 N;009 44.50898 E;0.224;0.4;;51.0;10.750;8.375;60.837;1032.380;8.9;66679
$;00:06:15;08:41:27;14.02.2019;Y;07;52 19.74521 N;009 44.50911 E;0.178;0.3;;51.5;10.750;8.625;60.822;1032.180;8.8;66679
$;00:06:17;08:41:29;14.02.2019;Y;07;52 19.74504 N;009 44.50901 E;0.279;0.5;;51.6;10.750;8.750;60.677;1032.280;8.8;66679
$;00:06:19;08:41:31;14.02.2019;Y;06;52 19.74489 N;009 44.50861 E;1.086;2.0;;51.7;10.750;8.750;60.318;1032.229;8.9;66679
$;00:06:21;08:41:33;14.02.2019;Y;07;52 19.74491 N;009 44.50845 E;0.794;1.4;;51.4;10.750;8.750;60.204;1032.219;8.8;66679
$;00:06:23;08:41:35;14.02.2019;Y;07;52 19.74496 N;009 44.50865 E;0.248;0.4;;51.8;10.750;8.750;59.814;1032.250;8.8;66679
$;00:06:25;08:41:37;14.02.2019;Y;07;52 19.74504 N;009 44.50926 E;0.156;0.2;;52.0;10.750;8.750;59.776;1032.260;8.9;66679
$;00:06:27;08:41:39;14.02.2019;Y;07;52 19.74556 N;009 44.50826 E;0.690;1.2;;52.2;10.750;8.875;59.525;1032.310;8.8;66679
$;00:06:29;08:41:41;14.02.2019;Y;05;52 19.74480 N;009 44.50871 E;4.216;7.8;;53.5;10.750;8.875;58.647;1032.380;8.8;66679
$;00:06:31;08:41:43;14.02.2019;Y;06;52 19.74446 N;009 44.50931 E;0.152;0.2;;52.8;10.750;8.875;58.640;1032.270;8.8;66679
$;00:06:33;08:41:45;14.02.2019;Y;07;52 19.74486 N;009 44.50944 E;0.020;0.0;;53.5;10.750;8.875;58.6;1032.290;8.8;66679
$;00:06:35;08:41:47;14.02.2019;Y;07;52 19.74527 N;009 44.50972 E;0.177;0.3;;53.9;10.750;9.0;57.770;1032.280;8.8;66679
$;00:06:37;08:41:49;14.02.2019;Y;06;52 19.74550 N;009 44.51025 E;0.179;0.3;;53.9;10.625;9.0;57.617;1032.239;8.8;66679
$;00:06:39;08:41:51;14.02.2019;Y;06;52 19.74603 N;009 44.51117 E;0.052;0.0;;54.5;10.625;9.0;57.823;1032.410;8.8;66679
$;00:06:41;08:41:53;14.02.2019;Y;06;52 19.74589 N;009 44.51122 E;0.387;0.7;;55.2;10.500;9.0;58.403;1032.349;8.8;66679
$;00:06:43;08:41:55;14.02.2019;Y;06;52 19.74592 N;009 44.51104 E;0.261;0.4;;55.9;10.625;8.875;58.571;1032.359;8.8;66679
$;00:06:45;08:41:57;14.02.2019;Y;07;52 19.74596 N;009 44.51091 E;0.245;0.4;;55.3;10.625;9.0;58.708;1032.219;8.8;66679
$;00:06:47;08:41:59;14.02.2019;Y;07;52 19.74608 N;009 44.51088 E;0.086;0.1;;55.1;10.625;8.875;58.426;1032.189;8.8;66679
$;00:06:49;08:42:01;14.02.2019;Y;06;52 19.74607 N;009 44.51066 E;0.145;0.2;;54.7;10.625;8.875;58.609;1032.329;8.8;66679
$;00:06:51;08:42:03;14.02.2019;Y;06;52 19.74597 N;009 44.51064 E;0.023;0.0;;54.7;10.500;8.875;58.228;1032.349;8.8;66679
$;00:06:53;08:42:05;14.02.2019;Y;07;52 19.74598 N;009 44.51038 E;0.052;0.0;;54.8;10.500;8.875;58.90;1032.290;8.8;66679
$;00:06:55;08:42:07;14.02.2019;Y;07;52 19.74594 N;009 44.51010 E;0.086;0.1;;54.7;10.500;8.875;57.915;1032.390;8.8;66679
$;00:06:57;08:42:09;14.02.2019;Y;07;52 19.74598 N;009 44.50985 E;0.031;0.0;;54.3;10.625;8.875;57.533;1032.319;8.8;66679
$;00:06:59;08:42:11;14.02.2019;Y;06;52 19.74647 N;009 44.50952 E;1.321;2.4;;53.9;10.500;8.875;59.395;1032.290;8.8;66679
$;00:07:01;08:42:13;14.02.2019;Y;07;52 19.74681 N;009 44.50928 E;0.053;0.0;;54.0;10.625;8.875;59.525;1032.239;8.8;66679
$;00:07:03;08:42:15;14.02.2019;Y;07;52 19.74676 N;009 44.50917 E;0.040;0.0;;53.6;10.625;8.875;58.113;1032.219;8.8;66679
$;00:07:05;08:42:17;14.02.2019;Y;07;52 19.74661 N;009 44.50900 E;0.062;0.1;;53.4;10.625;8.875;58.136;1032.209;8.8;66679
$;00:07:07;08:42:19;14.02.2019;Y;07;52 19.74679 N;009 44.50899 E;0.153;0.2;;53.4;10.625;8.875;58.113;1032.329;8.8;66679
$;00:07:09;08:42:21;14.02.2019;Y;07;52 19.74671 N;009 44.50838 E;0.043;0.0;;53.4;10.625;8.875;57.922;1032.400;8.8;66679
$;00:07:11;08:42:23;14.02.2019;Y;07;52 19.74654 N;009 44.50846 E;0.036;0.0;;53.6;10.625;8.875;57.724;1032.290;8.8;66679
$;00:07:13;08:42:25;14.02.2019;Y;07;52 19.74646 N;009 44.50871 E;0.126;0.2;;53.7;10.750;9.0;57.541;1032.130;8.8;66679
$;00:07:15;08:42:27;14.02.2019;Y;07;52 19.74636 N;009 44.50874 E;0.030;0.0;;53.8;10.750;9.0;57.282;1032.209;8.8;66679
$;00:07:17;08:42:29;14.02.2019;Y;07;52 19.74613 N;009 44.50899 E;0.044;0.0;;53.5;10.750;8.875;57.98;1032.310;8.8;66679
$;00:07:19;08:42:31;14.02.2019;Y;07;52 19.74590 N;009 44.50915 E;0.121;0.2;;53.8;10.750;9.0;56.824;1032.250;8.8;66679
$;00:07:21;08:42:33;14.02.2019;Y;07;52 19.74584 N;009 44.50914 E;0.248;0.4;;53.9;10.625;9.125;56.686;1032.209;8.8;66679
$;00:07:23;08:42:35;14.02.2019;Y;07;52 19.74586 N;009 44.50919 E;0.078;0.1;;53.8;10.750;9.0;56.511;1032.250;8.8;66679
$;00:07:25;08:42:37;14.02.2019;Y;07;52 19.74574 N;009 44.50923 E;0.119;0.2;;53.9;10.625;9.125;56.313;1032.209;8.8;66679
$;00:07:27;08:42:39;14.02.2019;Y;07;52 19.74570 N;009 44.50916 E;0.317;0.5;;53.7;10.625;9.125;56.152;1032.339;8.8;66679
$;00:07:29;08:42:41;14.02.2019;Y;07;52 19.74556 N;009 44.50917 E;0.054;0.1;;53.0;10.625;9.250;56.0;1032.99;8.8;66679
$;00:07:31;08:42:43;14.02.2019;Y;07;52 19.74546 N;009 44.50921 E;0.093;0.1;;52.6;10.750;9.125;55.893;1032.280;8.8;66679
$;00:07:33;08:42:45;14.02.2019;Y;07;52 19.74545 N;009 44.50926 E;0.064;0.1;;52.9;10.625;9.125;55.794;1032.310;8.8;66679
$;00:07:35;08:42:47;14.02.2019;Y;07;52 19.74548 N;009 44.50929 E;0.116;0.2;;53.0;10.750;9.125;55.626;1032.349;8.8;66679
$;00:07:37;08:42:49;14.02.2019;Y;07;52 19.74549 N;009 44.50936 E;0.044;0.0;;52.8;10.875;9.125;55.496;1032.189;8.8;66679
$;00:07:39;08:42:51;14.02.2019;Y;07;52 19.74552 N;009 44.50939 E;0.082;0.1;;52.7;10.875;9.250;55.389;1032.300;8.8;66679
$;00:07:41;08:42:53;14.02.2019;Y;07;52 19.74548 N;009 44.50932 E;0.147;0.2;;52.6;10.750;9.375;55.344;1032.229;8.8;66679
$;00:07:43;08:42:55;14.02.2019;Y;07;52 19.74555 N;009 44.50939 E;0.023;0.0;;52.7;10.875;9.250;55.298;1032.199;8.8;66679
$;00:07:45;08:42:57;14.02.2019;Y;07;52 19.74557 N;009 44.50950 E;0.050;0.0;;53.0;10.750;9.250;55.275;1032.219;8.8;66679
$;00:07:47;08:42:59;14.02.2019;Y;07;52 19.74554 N;009 44.50951 E;0.044;0.0;;53.3;11.0;9.250;55.214;1032.239;8.8;66679
$;00:07:49;08:43:01;14.02.2019;Y;07;52 19.74551 N;009 44.50955 E;0.090;0.1;;53.6;10.875;9.375;55.199;1032.209;8.8;66679
$;00:07:51;08:43:03;14.02.2019;Y;07;52 19.74541 N;009 44.50941 E;0.172;0.3;;53.4;10.875;9.375;55.122;1032.180;8.8;66679
$;00:07:53;08:43:05;14.02.2019;Y;07;52 19.74530 N;009 44.50947 E;0.155;0.2;;53.6;10.875;9.375;55.31;1032.280;8.8;66679
$;00:07:55;08:43:07;14.02.2019;Y;07;52 19.74520 N;009 44.50944 E;0.279;0.5;;53.7;10.875;9.375;54.947;1032.260;8.8;66679
$;00:07:57;08:43:09;14.02.2019;Y;07;52 19.74515 N;009 44.50929 E;0.132;0.2;;53.8;10.875;9.375;54.855;1032.260;8.8;66679
$;00:07:59;08:43:11;14.02.2019;Y;07;52 19.74536 N;009 44.50928 E;0.104;0.1;;53.8;10.875;9.375;54.756;1032.219;8.8;66679
$;00:08:01;08:43:13;14.02.2019;Y;07;52 19.74541 N;009 44.50928 E;0.028;0.0;;53.5;11.0;9.375;54.657;1032.180;8.8;66679
$;00:08:03;08:43:15;14.02.2019;Y;07;52 19.74541 N;009 44.50931 E;0.010;0.0;;53.2;11.0;9.500;54.596;1032.229;8.8;66679
$;00:08:05;08:43:17;14.02.2019;Y;07;52 19.74554 N;009 44.50933 E;0.028;0.0;;53.2;11.0;9.375;54.474;1032.209;8.8;66679
$;00:08:07;08:43:19;14.02.2019;Y;07;52 19.74556 N;009 44.50945 E;0.035;0.0;;53.2;11.0;9.500;54.375;1032.260;8.8;66679
$;00:08:09;08:43:21;14.02.2019;Y;07;52 19.74554 N;009 44.50943 E;0.041;0.0;;52.9;11.0;9.500;54.344;1032.130;8.8;66679
$;00:08:11;08:43:23;14.02.2019;Y;07;52 19.74556 N;009 44.50943 E;0.030;0.0;;52.6;11.0;9.500;54.306;1032.119;8.8;66679
$;00:08:13;08:43:25;14.02.2019;Y;07;52 19.74550 N;009 44.50937 E;0.062;0.1;;52.2;11.0;9.500;54.253;1032.229;8.8;66679
$;00:08:15;08:43:27;14.02.2019;Y;07;52 19.74553 N;009 44.50943 E;0.051;0.0;;52.1;11.0;9.625;54.222;1032.160;8.8;66679
$;00:08:17;08:43:29;14.02.2019;Y;07;52 19.74556 N;009 44.50940 E;0.090;0.1;;52.0;11.125;9.500;54.199;1032.170;8.8;66679
$;00:08:19;08:43:31;14.02.2019;Y;07;52 19.74559 N;009 44.50931 E;0.180;0.3;;52.1;11.125;9.500;54.207;1032.359;8.8;66679
$;00:08:21;08:43:33;14.02.2019;Y;07;52 19.74554 N;009 44.50929 E;0.049;0.0;;52.0;11.0;9.500;54.199;1032.290;8.8;66679
$;00:08:23;08:43:35;14.02.2019;Y;07;52 19.74550 N;009 44.50922 E;0.092;0.1;;51.9;11.125;9.500;54.161;1032.160;8.8;66679
$;00:08:25;08:43:37;14.02.2019;Y;07;52 19.74552 N;009 44.50920 E;0.207;0.3;;52.0;11.125;9.625;54.176;1032.140;8.8;66679
$;00:08:27;08:43:39;14.02.2019;Y;07;52 19.74556 N;009 44.50918 E;0.036;0.0;;52.0;11.125;9.625;54.169;1032.189;8.8;66679
$;00:08:29;08:43:41;14.02.2019;Y;07;52 19.74561 N;009 44.50908 E;0.078;0.1;;52.2;11.0;9.500;54.62;1032.229;8.8;66679
$;00:08:31;08:43:43;14.02.2019;Y;07;52 19.74570 N;009 44.50900 E;0.049;0.0;;52.2;11.125;9.750;54.39;1032.239;8.8;66679
$;00:08:33;08:43:45;14.02.2019;Y;07;52 19.74581 N;009 44.50891 E;0.048;0.0;;52.4;11.125;9.875;54.1;1032.170;8.8;66679
$;00:08:35;08:43:47;14.02.2019;Y;07;52 19.74594 N;009 44.50875 E;0.128;0.2;;52.5;11.250;9.875;53.955;1032.290;8.8;66679
$;00:08:37;08:43:49;14.02.2019;Y;07;52 19.74601 N;009 44.50866 E;0.162;0.3;;52.6;11.250;10.0;53.970;1032.140;8.8;66679
$;00:08:39;08:43:51;14.02.2019;Y;07;52 19.74610 N;009 44.50853 E;0.011;0.0;;52.5;11.250;9.625;53.955;1032.150;8.8;66679
$;00:08:41;08:43:53;14.02.2019;Y;08;52 19.74615 N;009 44.50853 E;0.055;0.1;;52.6;11.0;9.750;53.932;1032.189;8.8;66679
$;00:08:43;08:43:55;14.02.2019;Y;08;52 19.74609 N;009 44.50861 E;0.023;0.0;;52.5;11.125;10.0;53.955;1032.109;8.8;66679
$;00:08:45;08:43:57;14.02.2019;Y;08;52 19.74613 N;009 44.50866 E;0.101;0.1;;52.4;11.250;9.875;53.947;1032.270;8.8;66679
$;00:08:47;08:43:59;14.02.2019;Y;09;52 19.74616 N;009 44.50870 E;0.080;0.1;;52.3;11.250;9.750;53.909;1032.130;8.8;66679
$;00:08:49;08:44:01;14.02.2019;Y;09;52 19.74620 N;009 44.50883 E;0.023;0.0;;52.2;11.125;10.125;53.871;1032.89;8.8;66679
$;00:08:51;08:44:03;14.02.2019;Y;09;52 19.74617 N;009 44.50896 E;0.114;0.2;;52.0;11.125;9.875;53.848;1032.189;8.8;66679
$;00:08:53;08:44:05;14.02.2019;Y;08;52 19.74610 N;009 44.50904 E;0.020;0.0;;51.9;11.125;9.875;53.818;1032.239;8.8;66679
$;00:08:55;08:44:07;14.02.2019;Y;08;52 19.74601 N;009 44.50909 E;0.029;0.0;;51.6;11.250;10.0;53.757;1032.109;8.8;66679
$;00:08:57;08:44:09;14.02.2019;Y;08;52 19.74590 N;009 44.50911 E;0.059;0.1;;51.3;11.250;10.0;53.680;1032.229;8.8;66679
$;00:08:59;08:44:11;14.02.2019;Y;09;52 19.74579 N;009 44.50908 E;0.135;0.2;;51.1;11.125;10.0;53.589;1032.199;8.8;66679
$;00:09:01;08:44:13;14.02.2019;Y;09;52 19.74567 N;009 44.50901 E;0.258;0.4;;50.9;11.250;10.0;53.551;1032.209;8.8;66679
$;00:09:03;08:44:15;14.02.2019;Y;09;52 19.74559 N;009 44.50894 E;0.124;0.2;;50.7;11.125;10.0;53.459;1032.180;8.8;66679
$;00:09:05;08:44:17;14.02.2019;Y;09;52 19.74551 N;009 44.50892 E;0.043;0.0;;50.5;11.125;10.125;53.375;1032.79;8.8;66679
$;00:09:07;08:44:19;14.02.2019;Y;09;52 19.74549 N;009 44.50885 E;0.051;0.0;;50.6;11.125;10.250;53.291;1032.380;8.8;66679
$;00:09:09;08:44:21;14.02.2019;Y;08;52 19.74545 N;009 44.50889 E;0.002;0.0;;50.5;11.125;10.125;53.207;1032.209;8.8;66679
$;00:09:11;08:44:23;14.02.2019;Y;09;52 19.74544 N;009 44.50891 E;0.043;0.0;;50.2;11.0;10.125;53.162;1032.89;8.8;66679
$;00:09:13;08:44:25;14.02.2019;Y;09;52 19.74539 N;009 44.50898 E;0.043;0.0;;50.0;11.125;10.375;53.101;1032.69;8.8;66679
$;00:09:15;08:44:27;14.02.2019;Y;09;52 19.74532 N;009 44.50903 E;0.089;0.1;;49.8;11.125;10.250;53.32;1032.99;8.8;66679
$;00:09:17;08:44:29;14.02.2019;Y;09;52 19.74525 N;009 44.50907 E;0.024;0.0;;49.7;11.125;10.250;52.979;1032.199;8.8;66679
$;00:09:19;08:44:31;14.02.2019;Y;09;52 19.74519 N;009 44.50910 E;0.041;0.0;;49.9;11.250;10.375;52.933;1032.140;8.8;66679
$;00:09:21;08:44:33;14.02.2019;Y;09;52 19.74511 N;009 44.50914 E;0.035;0.0;;49.9;11.250;10.375;52.879;1031.979;8.8;66679
$;00:09:23;08:44:35;14.02.2019;Y;09;52 19.74497 N;009 44.50915 E;0.103;0.1;;49.9;11.250;10.250;52.834;1032.79;8.8;66679
$;00:09:25;08:44:37;14.02.2019;Y;08;52 19.74493 N;009 44.50913 E;0.020;0.0;;50.0;11.125;10.500;52.788;1032.209;8.8;66679
$;00:09:27;08:44:39;14.02.2019;Y;08;52 19.74483 N;009 44.50913 E;0.084;0.1;;50.1;11.250;10.500;52.750;1032.109;8.8;66679
$;00:09:29;08:44:41;14.02.2019;Y;08;52 19.74470 N;009 44.50914 E;0.011;0.0;;50.1;11.250;10.625;52.704;1032.219;8.8;66679
$;00:09:31;08:44:43;14.02.2019;Y;08;52 19.74463 N;009 44.50905 E;0.132;0.2;;50.0;11.125;10.625;52.658;1032.180;8.8;66679
$;00:09:33;08:44:45;14.02.2019;Y;09;52 19.74455 N;009 44.50904 E;0.104;0.1;;49.9;11.375;10.500;52.628;1032.150;8.8;66679
$;00:09:35;08:44:47;14.02.2019;Y;09;52 19.74446 N;009 44.50903 E;0.154;0.2;;49.8;11.250;10.625;52.605;1032.60;8.8;66679
$;00:09:37;08:44:49;14.02.2019;Y;09;52 19.74442 N;009 44.50900 E;0.116;0.2;;49.7;11.250;10.625;52.513;1032.69;8.8;66679
$;00:09:39;08:44:51;14.02.2019;Y;09;52 19.74445 N;009 44.50900 E;0.111;0.2;;49.6;11.250;10.625;52.361;1032.130;8.8;66679
$;00:09:41;08:44:53;14.02.2019;Y;09;52 19.74446 N;009 44.50908 E;0.032;0.0;;49.5;11.125;10.750;52.284;1032.60;8.8;66679
$;00:09:43;08:44:55;14.02.2019;Y;09;52 19.74445 N;009 44.50911 E;0.015;0.0;;49.5;11.125;10.625;52.177;1032.79;8.8;66679
$;00:09:45;08:44:57;14.02.2019;Y;09;52 19.74445 N;009 44.50911 E;0.029;0.0;;49.5;11.0;10.750;52.48;1032.50;8.8;66679
$;00:09:47;08:44:59;14.02.2019;Y;09;52 19.74445 N;009 44.50909 E;0.093;0.1;;49.7;11.0;10.750;51.834;1032.40;8.8;66679
$;00:09:49;08:45:01;14.02.2019;Y;09;52 19.74444 N;009 44.50911 E;0.081;0.1;;49.7;11.0;10.625;51.666;1032.50;8.8;66679
$;00:09:51;08:45:03;14.02.2019;Y;09;52 19.74452 N;009 44.50911 E;0.032;0.0;;49.7;11.0;10.500;51.529;1032.199;8.8;66679
$;00:09:53;08:45:05;14.02.2019;Y;08;52 19.74463 N;009 44.50907 E;0.050;0.0;;49.8;11.125;10.625;51.437;1032.119;8.8;66679
$;00:09:55;08:45:07;14.02.2019;Y;09;52 19.74471 N;009 44.50912 E;0.047;0.0;;49.9;11.0;10.625;51.323;1032.20;8.8;66679
$;00:09:57;08:45:09;14.02.2019;Y;09;52 19.74474 N;009 44.50915 E;0.043;0.0;;49.8;11.0;10.750;51.239;1032.229;8.8;66679
$;00:09:59;08:45:11;14.02.2019;Y;09;52 19.74483 N;009 44.50913 E;0.058;0.1;;49.9;11.0;10.750;51.155;1032.0;8.8;66679
$;00:10:01;08:45:13;14.02.2019;Y;08;52 19.74488 N;009 44.50913 E;0.086;0.1;;49.9;11.0;10.750;51.94;1032.40;8.8;66679
$;00:10:03;08:45:15;14.02.2019;Y;08;52 19.74486 N;009 44.50920 E;0.048;0.0;;49.7;11.0;10.750;51.48;1031.949;8.8;66679
$;00:10:05;08:45:17;14.02.2019;Y;08;52 19.74489 N;009 44.50921 E;0.069;0.1;;49.5;11.125;10.750;51.25;1032.89;8.8;66679
$;00:10:07;08:45:19;14.02.2019;Y;08;52 19.74494 N;009 44.50922 E;0.058;0.1;;49.3;11.0;10.875;50.995;1032.0;8.8;66679
$;00:10:09;08:45:21;14.02.2019;Y;08;52 19.74496 N;009 44.50920 E;0.157;0.2;;49.4;11.0;10.875;50.911;1032.69;8.7;66679
$;00:10:11;08:45:23;14.02.2019;Y;09;52 19.74502 N;009 44.50918 E;0.119;0.2;;49.5;10.875;10.750;50.911;1032.130;8.8;66679
$;00:10:13;08:45:25;14.02.2019;Y;09;52 19.74500 N;009 44.50929 E;0.194;0.3;;49.6;11.0;10.875;50.903;1031.890;8.8;66679
$;00:10:15;08:45:27;14.02.2019;Y;08;52 19.74495 N;009 44.50944 E;0.082;0.1;;49.6;11.125;11.0;50.781;1032.40;8.8;66679
$;00:10:17;08:45:29;14.02.2019;Y;09;52 19.74505 N;009 44.50944 E;0.113;0.2;;49.9;11.0;10.875;50.743;1032.30;8.8;66679
$;00:10:19;08:45:31;14.02.2019;Y;09;52 19.74502 N;009 44.50957 E;0.041;0.0;;49.9;10.875;10.875;50.766;1032.160;8.8;66679
$;00:10:21;08:45:33;14.02.2019;Y;09;52 19.74510 N;009 44.50948 E;0.275;0.5;;50.2;11.125;11.0;50.911;1032.69;8.7;66679
$;00:10:23;08:45:35;14.02.2019;Y;09;52 19.74510 N;009 44.50947 E;0.136;0.2;;50.3;11.0;10.875;50.926;1031.989;8.8;66679
$;00:10:25;08:45:37;14.02.2019;Y;09;52 19.74516 N;009 44.50935 E;0.163;0.3;;50.4;11.0;10.875;50.926;1032.20;8.8;66679
$;00:10:27;08:45:39;14.02.2019;Y;09;52 19.74518 N;009 44.50932 E;0.054;0.1;;50.5;11.0;10.875;50.941;1031.989;8.8;66679
$;00:10:29;08:45:41;14.02.2019;Y;09;52 19.74521 N;009 44.50922 E;0.018;0.0;;50.6;10.875;11.0;50.964;1031.930;8.8;66679
$;00:10:31;08:45:43;14.02.2019;Y;09;52 19.74515 N;009 44.50934 E;0.065;0.1;;50.6;11.0;11.125;50.980;1031.979;8.8;66679
$;00:10:33;08:45:45;14.02.2019;Y;09;52 19.74518 N;009 44.50935 E;0.193;0.3;;50.8;10.875;11.0;50.987;1032.60;8.8;66679
$;00:10:35;08:45:47;14.02.2019;Y;09;52 19.74523 N;009 44.50935 E;0.148;0.2;;51.0;11.0;10.875;51.3;1032.20;8.8;66679
$;00:10:37;08:45:49;14.02.2019;Y;09;52 19.74525 N;009 44.50932 E;0.181;0.3;;51.0;11.0;11.125;51.10;1032.189;8.8;66679
$;00:10:39;08:45:51;14.02.2019;Y;09;52 19.74527 N;009 44.50911 E;0.087;0.1;;51.1;11.0;10.875;50.987;1032.69;8.7;66679
$;00:10:41;08:45:53;14.02.2019;Y;09;52 19.74525 N;009 44.50905 E;0.006;0.0;;51.2;11.125;11.0;50.949;1031.829;8.8;66679
$;00:10:43;08:45:55;14.02.2019;Y;09;52 19.74519 N;009 44.50912 E;0.077;0.1;;51.4;11.0;11.0;50.896;1032.109;8.8;66679
$;00:10:45;08:45:57;14.02.2019;Y;09;52 19.74521 N;009 44.50914 E;0.240;0.4;;51.4;11.125;11.125;50.865;1031.979;8.8;66679
$;00:10:47;08:45:59;14.02.2019;Y;09;52 19.74518 N;009 44.50929 E;0.024;0.0;;51.3;11.0;11.125;50.797;1032.50;8.8;66679
$;00:10:49;08:46:01;14.02.2019;Y;09;52 19.74499 N;009 44.50959 E;0.081;0.1;;50.8;11.0;11.0;50.713;1032.79;8.8;66679
$;00:10:51;08:46:03;14.02.2019;Y;08;52 19.74497 N;009 44.50943 E;0.094;0.1;;50.6;11.0;11.0;50.598;1031.930;8.8;66679
$;00:10:53;08:46:05;14.02.2019;Y;09;52 19.74499 N;009 44.50944 E;0.100;0.1;;50.5;11.0;11.0;50.476;1031.939;8.8;66679
$;00:10:55;08:46:07;14.02.2019;Y;09;52 19.74493 N;009 44.50961 E;0.068;0.1;;50.4;11.0;11.125;50.339;1032.30;8.7;66679
$;00:10:57;08:46:09;14.02.2019;Y;09;52 19.74499 N;009 44.50962 E;0.082;0.1;;50.5;11.0;11.125;50.293;1031.979;8.8;66679
$;00:10:59;08:46:11;14.02.2019;Y;09;52 19.74498 N;009 44.50964 E;0.382;0.7;;50.4;11.0;11.125;50.232;1032.60;8.8;66679
$;00:11:01;08:46:13;14.02.2019;Y;09;52 19.74492 N;009 44.50967 E;0.067;0.1;;50.4;11.125;11.125;50.201;1031.930;8.8;66679
$;00:11:03;08:46:15;14.02.2019;Y;09;52 19.74488 N;009 44.50985 E;0.107;0.1;;50.7;11.0;11.125;50.163;1032.10;8.8;66679
$;00:11:05;08:46:17;14.02.2019;Y;09;52 19.74485 N;009 44.50997 E;0.095;0.1;;51.0;10.875;11.125;50.278;1032.50;8.8;66679
$;00:11:07;08:46:19;14.02.2019;Y;09;52 19.74494 N;009 44.50977 E;0.086;0.1;;51.3;10.875;11.250;50.194;1031.949;8.8;66679
$;00:11:09;08:46:21;14.02.2019;Y;09;52 19.74495 N;009 44.50970 E;0.403;0.7;;51.4;10.875;11.125;50.194;1031.989;8.8;66679
$;00:11:11;08:46:23;14.02.2019;Y;09;52 19.74496 N;009 44.50966 E;0.217;0.4;;51.6;11.0;11.250;50.194;1032.30;8.8;66679
$;00:11:13;08:46:25;14.02.2019;Y;09;52 19.74497 N;009 44.50967 E;0.111;0.2;;51.5;11.0;11.125;50.163;1032.50;8.8;66679
$;00:11:15;08:46:27;14.02.2019;Y;09;52 19.74531 N;009 44.50958 E;0.043;0.0;;51.7;11.0;11.250;50.118;1031.939;8.8;66679
$;00:11:17;08:46:29;14.02.2019;Y;09;52 19.74460 N;009 44.50954 E;1.461;2.7;;50.8;11.0;11.250;50.11;1032.40;8.8;66679
$;00:11:19;08:46:31;14.02.2019;Y;09;52 19.74433 N;009 44.50968 E;0.110;0.2;;51.9;11.125;11.250;49.912;1031.969;8.8;66679
$;00:11:21;08:46:33;14.02.2019;Y;09;52 19.74431 N;009 44.50983 E;0.195;0.3;;51.7;11.0;11.250;49.789;1032.69;8.8;66679
$;00:11:23;08:46:35;14.02.2019;Y;09;52 19.74413 N;009 44.51032 E;0.318;0.5;;51.3;11.0;11.125;49.637;1031.949;8.7;66679
$;00:11:25;08:46:37;14.02.2019;Y;08;52 19.74463 N;009 44.51082 E;0.719;1.3;;51.8;11.0;11.250;49.561;1031.949;8.8;66679
$;00:11:27;08:46:39;14.02.2019;Y;09;52 19.74533 N;009 44.51122 E;0.090;0.1;;52.3;11.0;11.375;49.446;1031.880;8.8;66679
