Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000366
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;05:45:27;14:20:39;14.02.2019;Y;12;51 15.58268 N;011 25.08151 E;2.660;4.9;341.34;140.7;21.375;13.0;36.758;1020.450;8.2;66673
$;05:45:29;14:20:41;14.02.2019;Y;12;51 15.58465 N;011 25.08119 E;3.341;6.1;356.01;141.4;21.375;13.0;36.766;1020.719;8.2;66673
$;05:45:31;14:20:43;14.02.2019;Y;12;51 15.58636 N;011 25.08153 E;3.072;5.6;352.55;141.0;21.500;13.0;36.858;1020.489;8.2;66673
$;05:45:33;14:20:45;14.02.2019;Y;12;51 15.58802 N;011 25.08147 E;2.768;5.1;2.54;141.9;21.500;13.0;37.109;1020.659;8.2;66673
$;05:45:35;14:20:47;14.02.2019;Y;12;51 15.58987 N;011 25.08174 E;2.895;5.3;0.44;141.7;21.500;13.125;37.209;1020.570;8.2;66673
$;05:45:37;14:20:49;14.02.2019;Y;12;51 15.59149 N;011 25.08270 E;3.668;6.7;16.83;142.2;21.500;13.0;37.155;1020.510;8.2;66673
$;05:45:39;14:20:51;14.02.2019;Y;12;51 15.59246 N;011 25.08334 E;1.605;2.9;11.19;141.5;21.500;13.0;37.64;1020.460;8.2;66673
$;05:45:41;14:20:53;14.02.2019;Y;12;51 15.59394 N;011 25.08355 E;3.074;5.6;13.97;141.3;21.500;13.0;37.163;1020.619;8.2;66673
$;05:45:43;14:20:55;14.02.2019;Y;12;51 15.59554 N;011 25.08439 E;2.604;4.8;19.60;141.4;21.500;13.0;37.407;1020.659;8.2;66673
$;05:45:45;14:20:57;14.02.2019;Y;12;51 15.59672 N;011 25.08615 E;2.761;5.1;27.01;141.9;21.500;13.125;37.567;1020.659;8.2;66673
$;05:45:47;14:20:59;14.02.2019;Y;12;51 15.59786 N;011 25.08720 E;2.184;4.0;;141.3;21.375;13.125;37.621;1020.500;8.2;66673
$;05:45:49;14:21:01;14.02.2019;Y;12;51 15.59829 N;011 25.08890 E;1.881;3.4;;140.3;21.375;13.125;37.666;1020.669;8.2;66673
$;05:45:51;14:21:03;14.02.2019;Y;11;51 15.59973 N;011 25.09013 E;2.246;4.1;;140.5;21.375;13.125;37.834;1020.590;8.2;66673
$;05:45:53;14:21:05;14.02.2019;Y;11;51 15.60050 N;011 25.09225 E;2.221;4.1;50.34;139.9;21.500;13.0;37.788;1020.520;8.2;66673
$;05:45:55;14:21:07;14.02.2019;Y;11;51 15.60206 N;011 25.09405 E;3.257;6.0;37.86;140.5;21.375;12.875;37.689;1020.659;8.2;66673
$;05:45:57;14:21:09;14.02.2019;Y;12;51 15.60360 N;011 25.09527 E;2.756;5.1;27.78;140.5;21.500;13.0;37.590;1020.559;8.2;66673
$;05:45:59;14:21:11;14.02.2019;Y;11;51 15.60549 N;011 25.09659 E;3.106;5.7;29.64;141.2;21.375;13.0;37.758;1020.609;8.2;66673
$;05:46:01;14:21:13;14.02.2019;Y;12;51 15.60707 N;011 25.09803 E;2.733;5.0;34.92;141.6;21.500;13.0;38.33;1020.549;8.2;66673
$;05:46:03;14:21:15;14.02.2019;Y;12;51 15.60831 N;011 25.09937 E;2.886;5.3;30.51;141.5;21.375;13.125;38.25;1020.659;8.2;66673
$;05:46:05;14:21:17;14.02.2019;Y;10;51 15.60986 N;011 25.10090 E;2.653;4.9;35.43;141.3;21.375;13.0;37.895;1020.669;8.2;66673
$;05:46:07;14:21:19;14.02.2019;Y;12;51 15.61127 N;011 25.10222 E;2.906;5.3;41.63;141.8;21.375;13.125;37.903;1020.789;8.2;66673
$;05:46:09;14:21:21;14.02.2019;Y;12;51 15.61267 N;011 25.10368 E;2.899;5.3;41.28;141.3;21.375;13.125;37.834;1020.760;8.2;66673
$;05:46:11;14:21:23;14.02.2019;Y;12;51 15.61378 N;011 25.10529 E;2.715;5.0;37.96;141.5;21.500;13.125;37.712;1020.719;8.2;66673
$;05:46:13;14:21:25;14.02.2019;Y;12;51 15.61520 N;011 25.10648 E;2.668;4.9;30.61;140.5;21.375;13.250;37.598;1020.659;8.2;66673
$;05:46:15;14:21:27;14.02.2019;Y;12;51 15.61654 N;011 25.10776 E;2.686;4.9;33.98;140.2;21.375;13.250;37.651;1020.729;8.2;66673
$;05:46:17;14:21:29;14.02.2019;Y;12;51 15.61786 N;011 25.10965 E;2.385;4.4;33.68;139.7;21.375;13.125;37.735;1020.669;8.2;66673
$;05:46:19;14:21:31;14.02.2019;Y;12;51 15.61891 N;011 25.11116 E;2.450;4.5;34.03;139.9;21.500;13.125;37.704;1020.679;8.2;66673
$;05:46:21;14:21:33;14.02.2019;Y;11;51 15.62014 N;011 25.11242 E;2.236;4.1;26.35;139.4;21.375;13.125;37.949;1020.609;8.2;66673
$;05:46:23;14:21:35;14.02.2019;Y;11;51 15.62119 N;011 25.11376 E;2.874;5.3;38.83;138.7;21.500;13.125;37.758;1020.619;8.2;66673
$;05:46:25;14:21:37;14.02.2019;Y;11;51 15.62257 N;011 25.11499 E;2.308;4.2;23.23;138.4;21.500;13.250;37.712;1020.630;8.2;66673
$;05:46:27;14:21:39;14.02.2019;Y;10;51 15.62354 N;011 25.11646 E;2.976;5.5;24.25;138.2;21.500;13.125;37.720;1020.669;8.2;66673
$;05:46:29;14:21:41;14.02.2019;Y;11;51 15.62448 N;011 25.11727 E;0.957;1.7;;136.7;21.375;13.125;37.781;1020.729;8.2;66673
$;05:46:31;14:21:43;14.02.2019;Y;11;51 15.62528 N;011 25.11822 E;1.665;3.0;30.87;136.4;21.500;13.125;37.872;1020.760;8.2;66673
$;05:46:33;14:21:45;14.02.2019;Y;11;51 15.62575 N;011 25.12033 E;1.570;2.9;62.32;136.5;21.500;13.125;37.788;1020.739;8.2;66673
$;05:46:35;14:21:47;14.02.2019;Y;11;51 15.62629 N;011 25.12165 E;1.624;3.0;59.29;135.6;21.250;13.125;37.895;1020.679;8.2;66673
$;05:46:37;14:21:49;14.02.2019;Y;11;51 15.62692 N;011 25.12288 E;1.714;3.1;48.50;135.2;21.375;13.125;37.743;1020.890;8.2;66673
$;05:46:39;14:21:51;14.02.2019;Y;11;51 15.62727 N;011 25.12445 E;1.540;2.8;65.61;135.8;21.375;13.250;37.697;1020.640;8.2;66673
$;05:46:41;14:21:53;14.02.2019;Y;11;51 15.62728 N;011 25.12641 E;3.136;5.8;89.47;136.0;21.375;13.250;38.330;1020.710;8.2;66673
$;05:46:43;14:21:55;14.02.2019;Y;11;51 15.62689 N;011 25.12858 E;1.741;3.2;102.77;135.7;21.250;13.375;38.269;1020.780;8.2;66673
$;05:46:45;14:21:57;14.02.2019;Y;10;51 15.62600 N;011 25.13028 E;3.113;5.7;121.68;135.7;21.375;13.500;37.491;1020.780;8.2;66673
$;05:46:47;14:21:59;14.02.2019;Y;10;51 15.62549 N;011 25.13211 E;2.030;3.7;109.94;135.7;21.375;13.375;36.934;1020.669;8.1;66673
$;05:46:49;14:22:01;14.02.2019;Y;11;51 15.62535 N;011 25.13386 E;2.140;3.9;107.07;134.4;21.375;13.375;37.392;1020.760;8.2;66673
$;05:46:51;14:22:03;14.02.2019;Y;11;51 15.62474 N;011 25.13597 E;2.530;4.6;112.43;135.4;21.375;13.500;37.193;1020.739;8.2;66673
$;05:46:53;14:22:05;14.02.2019;Y;11;51 15.62443 N;011 25.13744 E;0.517;0.9;;135.6;21.375;13.375;36.758;1020.789;8.2;66673
$;05:46:55;14:22:07;14.02.2019;Y;11;51 15.62466 N;011 25.13660 E;1.549;2.8;326.21;136.1;21.375;13.375;36.697;1020.659;8.2;66673
$;05:46:57;14:22:09;14.02.2019;Y;11;51 15.62478 N;011 25.13583 E;0.046;0.0;;136.2;21.375;13.375;36.552;1020.830;8.2;66673
$;05:46:59;14:22:11;14.02.2019;Y;11;51 15.62479 N;011 25.13569 E;1.151;2.1;312.74;137.1;21.375;13.250;36.461;1020.729;8.2;66673
$;05:47:01;14:22:13;14.02.2019;Y;11;51 15.62513 N;011 25.13458 E;1.681;3.1;283.08;137.2;21.375;13.250;37.888;1020.799;8.2;66673
$;05:47:03;14:22:15;14.02.2019;Y;10;51 15.62512 N;011 25.13430 E;0.192;0.3;;136.3;21.375;13.500;37.48;1020.780;8.2;66673
$;05:47:05;14:22:17;14.02.2019;Y;10;51 15.62518 N;011 25.13414 E;0.182;0.3;;136.7;21.250;13.500;36.934;1020.760;8.2;66673
$;05:47:07;14:22:19;14.02.2019;Y;10;51 15.62541 N;011 25.13394 E;0.110;0.2;;136.9;21.375;13.625;36.812;1020.789;8.2;66673
$;05:47:09;14:22:21;14.02.2019;Y;10;51 15.62544 N;011 25.13390 E;0.029;0.0;;136.9;21.250;13.500;36.705;1020.969;8.2;66673
$;05:47:11;14:22:23;14.02.2019;Y;11;51 15.62542 N;011 25.13388 E;0.087;0.1;;136.8;21.250;13.625;36.621;1020.880;8.2;66673
$;05:47:13;14:22:25;14.02.2019;Y;11;51 15.62543 N;011 25.13386 E;0.064;0.1;;137.1;21.375;13.875;36.530;1020.960;8.2;66673
$;05:47:15;14:22:27;14.02.2019;Y;11;51 15.62546 N;011 25.13382 E;0.075;0.1;;137.1;21.250;13.750;36.476;1020.750;8.2;66673
$;05:47:17;14:22:29;14.02.2019;Y;11;51 15.62551 N;011 25.13375 E;0.057;0.1;;137.2;21.375;13.875;36.415;1020.929;8.2;66673
$;05:47:19;14:22:31;14.02.2019;Y;11;51 15.62556 N;011 25.13364 E;0.079;0.1;;137.1;21.250;13.875;36.339;1020.859;8.2;66673
$;05:47:21;14:22:33;14.02.2019;Y;11;51 15.62550 N;011 25.13359 E;0.246;0.4;;137.2;21.250;14.0;36.209;1020.909;8.2;66673
$;05:47:23;14:22:35;14.02.2019;Y;10;51 15.62547 N;011 25.13355 E;0.103;0.1;;137.4;21.250;14.0;36.79;1020.840;8.2;66673
$;05:47:25;14:22:37;14.02.2019;Y;10;51 15.62557 N;011 25.13353 E;0.092;0.1;;137.2;21.375;14.125;36.11;1020.859;8.2;66673
$;05:47:27;14:22:39;14.02.2019;Y;10;51 15.62553 N;011 25.13344 E;0.317;0.5;;137.6;21.250;14.0;35.912;1020.669;8.2;66673
$;05:47:29;14:22:41;14.02.2019;Y;10;51 15.62547 N;011 25.13341 E;0.327;0.6;;137.9;21.375;14.125;35.858;1020.750;8.2;66673
$;05:47:31;14:22:43;14.02.2019;Y;10;51 15.62548 N;011 25.13350 E;0.161;0.2;;137.8;21.250;14.250;35.812;1020.729;8.2;66673
$;05:47:33;14:22:45;14.02.2019;Y;10;51 15.62554 N;011 25.13346 E;0.204;0.3;;137.9;21.250;14.500;35.782;1020.859;8.2;66673
$;05:47:35;14:22:47;14.02.2019;Y;10;51 15.62556 N;011 25.13342 E;0.042;0.0;;138.0;21.375;14.500;34.561;1020.830;8.1;66673
$;05:47:37;14:22:49;14.02.2019;Y;10;51 15.62562 N;011 25.13352 E;0.166;0.3;;138.1;21.250;14.500;35.545;1020.770;8.2;66673
$;05:47:39;14:22:51;14.02.2019;Y;10;51 15.62560 N;011 25.13359 E;0.063;0.1;;138.3;21.250;14.500;35.614;1020.690;8.2;66673
$;05:47:41;14:22:53;14.02.2019;Y;10;51 15.62563 N;011 25.13354 E;0.135;0.2;;138.4;21.250;14.750;35.591;1020.770;8.2;66673
$;05:47:43;14:22:55;14.02.2019;Y;10;51 15.62570 N;011 25.13338 E;0.102;0.1;;138.5;21.250;14.625;35.492;1020.940;8.2;66673
$;05:47:45;14:22:57;14.02.2019;Y;10;51 15.62572 N;011 25.13327 E;0.134;0.2;;138.7;21.375;14.875;35.439;1020.760;8.2;66673
$;05:47:47;14:22:59;14.02.2019;Y;10;51 15.62573 N;011 25.13327 E;0.034;0.0;;138.9;21.375;14.875;35.484;1020.780;8.2;66673
$;05:47:49;14:23:01;14.02.2019;Y;10;51 15.62575 N;011 25.13317 E;0.110;0.2;;139.0;21.250;14.875;35.530;1020.710;8.2;66673
$;05:47:51;14:23:03;14.02.2019;Y;10;51 15.62575 N;011 25.13298 E;0.223;0.4;;139.1;21.375;15.125;35.645;1020.729;8.2;66673
$;05:47:53;14:23:05;14.02.2019;Y;10;51 15.62574 N;011 25.13290 E;0.150;0.2;;139.4;21.250;15.250;35.606;1020.739;8.2;66673
$;05:47:55;14:23:07;14.02.2019;Y;10;51 15.62576 N;011 25.13293 E;0.185;0.3;;139.6;21.250;15.250;35.355;1020.770;8.2;66673
$;05:47:57;14:23:09;14.02.2019;Y;10;51 15.62562 N;011 25.13312 E;0.146;0.2;;139.8;21.250;15.250;35.149;1020.710;8.2;66673
$;05:47:59;14:23:11;14.02.2019;Y;09;51 15.62569 N;011 25.13302 E;0.131;0.2;;139.4;21.250;15.500;33.646;1020.690;8.2;66673
$;05:48:01;14:23:13;14.02.2019;Y;10;51 15.62565 N;011 25.13313 E;0.097;0.1;;138.9;21.375;15.250;33.516;1020.549;8.2;66673
$;05:48:03;14:23:15;14.02.2019;Y;10;51 15.62558 N;011 25.13315 E;0.217;0.4;;138.6;21.250;15.250;33.485;1020.679;8.2;66673
$;05:48:05;14:23:17;14.02.2019;Y;10;51 15.62546 N;011 25.13331 E;0.068;0.1;;138.6;21.250;15.250;33.440;1020.840;8.2;66673
$;05:48:07;14:23:19;14.02.2019;Y;10;51 15.62534 N;011 25.13337 E;0.257;0.4;;138.8;21.250;15.250;33.432;1020.700;8.2;66673
$;05:48:09;14:23:21;14.02.2019;Y;10;51 15.62529 N;011 25.13340 E;0.038;0.0;;138.9;21.375;15.125;33.402;1020.690;8.2;66673
$;05:48:11;14:23:23;14.02.2019;Y;10;51 15.62530 N;011 25.13329 E;0.365;0.6;;138.9;21.250;15.250;33.363;1020.840;8.2;66673
$;05:48:13;14:23:25;14.02.2019;Y;10;51 15.62531 N;011 25.13332 E;0.101;0.1;;138.5;21.375;15.375;33.249;1020.710;8.2;66673
$;05:48:15;14:23:27;14.02.2019;Y;10;51 15.62520 N;011 25.13357 E;0.127;0.2;;138.6;21.250;15.375;33.165;1020.739;8.2;66673
$;05:48:17;14:23:29;14.02.2019;Y;10;51 15.62506 N;011 25.13373 E;0.110;0.2;;138.4;21.375;15.250;33.112;1020.760;8.2;66673
$;05:48:19;14:23:31;14.02.2019;Y;10;51 15.62499 N;011 25.13375 E;0.108;0.2;;138.6;21.250;15.250;33.96;1020.770;8.2;66673
$;05:48:21;14:23:33;14.02.2019;Y;10;51 15.62495 N;011 25.13383 E;0.111;0.2;;138.5;21.250;15.250;33.73;1020.719;8.2;66673
$;05:48:23;14:23:35;14.02.2019;Y;10;51 15.62495 N;011 25.13389 E;0.151;0.2;;138.6;21.250;15.375;33.35;1020.719;8.2;66673
$;05:48:25;14:23:37;14.02.2019;Y;10;51 15.62494 N;011 25.13399 E;0.179;0.3;;138.7;21.250;15.125;32.997;1020.859;8.2;66673
$;05:48:27;14:23:39;14.02.2019;Y;10;51 15.62490 N;011 25.13386 E;0.074;0.1;;139.0;21.250;15.250;32.951;1020.780;8.2;66673
$;05:48:29;14:23:41;14.02.2019;Y;10;51 15.62492 N;011 25.13394 E;0.130;0.2;;139.1;21.375;15.250;32.890;1020.729;8.2;66673
$;05:48:31;14:23:43;14.02.2019;Y;10;51 15.62493 N;011 25.13407 E;0.052;0.0;;138.9;21.250;15.375;32.913;1020.780;8.2;66673
$;05:48:33;14:23:45;14.02.2019;Y;10;51 15.62490 N;011 25.13410 E;0.053;0.0;;139.1;21.250;15.250;32.913;1020.739;8.2;66673
$;05:48:35;14:23:47;14.02.2019;Y;10;51 15.62498 N;011 25.13402 E;0.141;0.2;;138.9;21.250;15.250;32.890;1020.909;8.2;66673
$;05:48:37;14:23:49;14.02.2019;Y;10;51 15.62504 N;011 25.13395 E;0.132;0.2;;138.9;21.250;15.250;32.845;1020.799;8.2;66673
$;05:48:39;14:23:51;14.02.2019;Y;10;51 15.62507 N;011 25.13399 E;0.030;0.0;;139.0;21.250;15.250;32.860;1020.750;8.2;66673
$;05:48:41;14:23:53;14.02.2019;Y;10;51 15.62507 N;011 25.13416 E;0.316;0.5;;139.2;21.250;15.250;33.127;1020.659;8.2;66673
$;05:48:43;14:23:55;14.02.2019;Y;10;51 15.62505 N;011 25.13422 E;0.215;0.3;;139.2;21.250;15.250;33.165;1020.750;8.2;66673
$;05:48:45;14:23:57;14.02.2019;Y;10;51 15.62498 N;011 25.13426 E;0.061;0.1;;139.3;21.250;15.125;33.180;1020.609;8.2;66673
$;05:48:47;14:23:59;14.02.2019;Y;10;51 15.62499 N;011 25.13430 E;0.054;0.1;;139.4;21.125;15.250;33.234;1020.830;8.2;66673
$;05:48:49;14:24:01;14.02.2019;Y;10;51 15.62496 N;011 25.13414 E;0.266;0.4;;139.6;21.125;15.250;33.478;1020.700;8.2;66673
$;05:48:51;14:24:03;14.02.2019;Y;10;51 15.62507 N;011 25.13406 E;0.052;0.0;;139.7;21.250;15.250;33.264;1020.700;8.2;66673
$;05:48:53;14:24:05;14.02.2019;Y;10;51 15.62519 N;011 25.13406 E;0.082;0.1;;139.7;21.250;15.250;33.104;1020.750;8.2;66673
$;05:48:55;14:24:07;14.02.2019;Y;10;51 15.62525 N;011 25.13412 E;0.043;0.0;;139.8;21.250;15.375;33.43;1020.580;8.2;66673
$;05:48:57;14:24:09;14.02.2019;Y;10;51 15.62529 N;011 25.13416 E;0.038;0.0;;139.7;21.125;15.250;33.20;1020.890;8.2;66673
$;05:48:59;14:24:11;14.02.2019;Y;10;51 15.62529 N;011 25.13419 E;0.047;0.0;;140.0;21.250;15.375;35.42;1020.690;8.2;66673
$;05:49:01;14:24:13;14.02.2019;Y;10;51 15.62527 N;011 25.13436 E;0.111;0.2;;139.9;21.125;15.625;35.111;1020.700;8.2;66673
$;05:49:03;14:24:15;14.02.2019;Y;10;51 15.62521 N;011 25.13448 E;0.132;0.2;;140.0;21.375;15.625;35.240;1020.780;8.2;66673
$;05:49:05;14:24:17;14.02.2019;Y;10;51 15.62518 N;011 25.13463 E;0.187;0.3;;139.8;21.250;16.0;35.194;1020.789;8.2;66673
$;05:49:07;14:24:19;14.02.2019;Y;10;51 15.62514 N;011 25.13472 E;0.080;0.1;;140.0;21.250;16.0;35.72;1020.690;8.2;66673
$;05:49:09;14:24:21;14.02.2019;Y;10;51 15.62515 N;011 25.13480 E;0.104;0.1;;139.9;21.250;16.125;34.981;1020.690;8.2;66673
$;05:49:11;14:24:23;14.02.2019;Y;10;51 15.62517 N;011 25.13486 E;0.112;0.2;;139.9;21.250;16.250;34.821;1020.799;8.2;66673
$;05:49:13;14:24:25;14.02.2019;Y;10;51 15.62519 N;011 25.13498 E;0.130;0.2;;139.9;21.250;16.375;34.584;1020.619;8.2;66673
$;05:49:15;14:24:27;14.02.2019;Y;10;51 15.62516 N;011 25.13497 E;0.112;0.2;;139.9;21.250;16.375;34.439;1020.510;8.2;66673
$;05:49:17;14:24:29;14.02.2019;Y;10;51 15.62513 N;011 25.13496 E;0.076;0.1;;140.0;21.375;16.500;34.248;1020.619;8.2;66673
$;05:49:19;14:24:31;14.02.2019;Y;10;51 15.62499 N;011 25.13505 E;0.296;0.5;;140.2;21.125;16.750;34.96;1020.500;8.2;66673
$;05:49:21;14:24:33;14.02.2019;Y;10;51 15.62500 N;011 25.13509 E;0.144;0.2;;140.2;21.250;16.750;33.546;1020.549;8.2;66673
$;05:49:23;14:24:35;14.02.2019;Y;10;51 15.62519 N;011 25.13514 E;0.550;1.0;;139.8;21.250;16.875;33.646;1020.609;8.2;66673
$;05:49:25;14:24:37;14.02.2019;Y;10;51 15.62531 N;011 25.13538 E;0.253;0.4;;140.0;21.250;17.0;33.402;1020.619;8.2;66673
$;05:49:27;14:24:39;14.02.2019;Y;10;51 15.62537 N;011 25.13544 E;0.129;0.2;;139.7;21.250;17.125;33.150;1020.559;8.2;66673
$;05:49:29;14:24:41;14.02.2019;Y;10;51 15.62540 N;011 25.13541 E;0.083;0.1;;139.7;21.250;17.375;32.867;1020.539;8.1;66673
$;05:49:31;14:24:43;14.02.2019;Y;10;51 15.62545 N;011 25.13529 E;0.154;0.2;;139.8;21.375;17.500;32.654;1020.539;8.2;66673
$;05:49:33;14:24:45;14.02.2019;Y;10;51 15.62535 N;011 25.13520 E;0.074;0.1;;140.0;21.250;17.375;31.876;1020.630;8.2;66673
$;05:49:35;14:24:47;14.02.2019;Y;10;51 15.62529 N;011 25.13513 E;0.215;0.3;;140.0;21.375;17.250;32.36;1020.599;8.2;66673
$;05:49:37;14:24:49;14.02.2019;Y;10;51 15.62521 N;011 25.13518 E;0.255;0.4;;140.1;21.250;17.500;32.51;1020.580;8.2;66673
$;05:49:39;14:24:51;14.02.2019;Y;10;51 15.62509 N;011 25.13518 E;0.121;0.2;;140.2;21.250;17.750;31.464;1020.489;8.2;66673
$;05:49:41;14:24:53;14.02.2019;Y;10;51 15.62504 N;011 25.13532 E;0.032;0.0;;140.3;21.250;17.500;31.700;1020.520;8.2;66673
$;05:49:43;14:24:55;14.02.2019;Y;10;51 15.62499 N;011 25.13522 E;0.041;0.0;;140.6;21.375;17.625;32.66;1020.609;8.2;66673
$;05:49:45;14:24:57;14.02.2019;Y;09;51 15.62500 N;011 25.13520 E;0.199;0.3;;140.8;21.250;17.625;31.815;1020.570;8.2;66673
$;05:49:47;14:24:59;14.02.2019;Y;09;51 15.62494 N;011 25.13515 E;0.048;0.0;;140.9;21.250;17.750;31.876;1020.539;8.2;66673
$;05:49:49;14:25:01;14.02.2019;Y;09;51 15.62487 N;011 25.13518 E;0.359;0.6;;140.9;21.375;17.625;32.204;1020.580;8.2;66673
$;05:49:51;14:25:03;14.02.2019;Y;10;51 15.62485 N;011 25.13512 E;0.179;0.3;;141.2;21.250;17.750;32.196;1020.700;8.2;66673
$;05:49:53;14:25:05;14.02.2019;Y;10;51 15.62487 N;011 25.13495 E;0.260;0.4;;141.3;21.375;18.0;32.181;1020.530;8.2;66673
$;05:49:55;14:25:07;14.02.2019;Y;10;51 15.62480 N;011 25.13482 E;0.152;0.2;;141.5;21.250;17.875;31.136;1020.479;8.2;66673
$;05:49:57;14:25:09;14.02.2019;Y;10;51 15.62481 N;011 25.13479 E;0.095;0.1;;141.4;21.250;18.0;32.532;1020.510;8.2;66673
$;05:49:59;14:25:11;14.02.2019;Y;10;51 15.62488 N;011 25.13482 E;0.079;0.1;;141.5;21.375;18.125;32.486;1020.549;8.2;66673
$;05:50:01;14:25:13;14.02.2019;Y;10;51 15.62494 N;011 25.13482 E;0.091;0.1;;141.7;21.250;18.250;32.394;1020.580;8.1;66673
$;05:50:03;14:25:15;14.02.2019;Y;10;51 15.62486 N;011 25.13458 E;0.440;0.8;;141.9;21.250;18.500;32.204;1020.729;8.1;66673
$;05:50:05;14:25:17;14.02.2019;Y;10;51 15.62483 N;011 25.13450 E;0.253;0.4;;141.7;21.250;18.500;32.127;1020.630;8.2;66673
$;05:50:07;14:25:19;14.02.2019;Y;10;51 15.62478 N;011 25.13442 E;0.299;0.5;;141.7;21.125;18.500;32.97;1020.530;8.2;66673
$;05:50:09;14:25:21;14.02.2019;Y;10;51 15.62480 N;011 25.13433 E;0.081;0.1;;142.1;21.250;18.625;32.36;1020.390;8.2;66673
$;05:50:11;14:25:23;14.02.2019;Y;10;51 15.62473 N;011 25.13436 E;0.556;1.0;;142.1;21.250;18.625;31.929;1020.609;8.2;66673
$;05:50:13;14:25:25;14.02.2019;Y;10;51 15.62470 N;011 25.13429 E;0.171;0.3;;142.3;21.250;18.750;31.815;1020.400;8.2;66673
$;05:50:15;14:25:27;14.02.2019;Y;10;51 15.62462 N;011 25.13443 E;0.268;0.4;;142.1;21.375;18.625;31.593;1020.500;8.1;66673
$;05:50:17;14:25:29;14.02.2019;Y;10;51 15.62453 N;011 25.13443 E;0.116;0.2;;142.3;21.375;18.750;31.426;1020.469;8.2;66673
$;05:50:19;14:25:31;14.02.2019;Y;10;51 15.62450 N;011 25.13445 E;0.276;0.5;;142.7;21.250;18.750;30.838;1020.500;8.2;66673
$;05:50:21;14:25:33;14.02.2019;Y;09;51 15.62464 N;011 25.13411 E;0.254;0.4;;142.4;21.250;18.750;29.854;1020.460;8.2;66673
$;05:50:23;14:25:35;14.02.2019;Y;09;51 15.62474 N;011 25.13388 E;0.286;0.5;;142.2;21.250;18.875;29.701;1020.500;8.2;66673
$;05:50:25;14:25:37;14.02.2019;Y;09;51 15.62475 N;011 25.13405 E;0.234;0.4;;142.0;21.250;18.750;29.518;1020.460;8.2;66673
$;05:50:27;14:25:39;14.02.2019;Y;09;51 15.62471 N;011 25.13399 E;0.272;0.5;;142.1;21.250;18.750;29.404;1020.609;8.2;66673
$;05:50:29;14:25:41;14.02.2019;Y;10;51 15.62476 N;011 25.13387 E;0.055;0.1;;141.8;21.375;18.625;29.274;1020.570;8.2;66673
$;05:50:31;14:25:43;14.02.2019;Y;10;51 15.62469 N;011 25.13387 E;0.199;0.3;;142.4;21.250;18.500;29.83;1020.619;8.2;66673
$;05:50:33;14:25:45;14.02.2019;Y;10;51 15.62474 N;011 25.13387 E;0.345;0.6;;142.5;21.250;18.500;29.7;1020.619;8.2;66673
$;05:50:35;14:25:47;14.02.2019;Y;10;51 15.62472 N;011 25.13390 E;0.147;0.2;;142.6;21.250;18.625;28.938;1020.539;8.2;66673
$;05:50:37;14:25:49;14.02.2019;Y;10;51 15.62459 N;011 25.13386 E;0.283;0.5;;143.0;21.375;18.500;28.900;1020.520;8.2;66673
$;05:50:39;14:25:51;14.02.2019;Y;10;51 15.62469 N;011 25.13376 E;0.191;0.3;;142.9;21.250;18.500;28.954;1020.659;8.2;66673
$;05:50:41;14:25:53;14.02.2019;Y;10;51 15.62473 N;011 25.13387 E;0.565;1.0;;143.3;21.250;18.500;28.931;1020.530;8.2;66673
$;05:50:43;14:25:55;14.02.2019;Y;08;51 15.62468 N;011 25.13395 E;0.040;0.0;;143.6;21.250;18.500;28.824;1020.469;8.2;66673
$;05:50:45;14:25:57;14.02.2019;Y;08;51 15.62475 N;011 25.13387 E;0.221;0.4;;143.5;21.375;18.375;28.687;1020.479;8.2;66673
$;05:50:47;14:25:59;14.02.2019;Y;09;51 15.62486 N;011 25.13358 E;0.670;1.2;;144.2;21.250;18.375;28.931;1020.630;8.2;66673
$;05:50:49;14:26:01;14.02.2019;Y;09;51 15.62470 N;011 25.13357 E;0.359;0.6;;145.2;21.250;18.375;29.106;1020.539;8.2;66673
$;05:50:51;14:26:03;14.02.2019;Y;09;51 15.62484 N;011 25.13321 E;0.127;0.2;;145.0;21.375;18.500;28.900;1020.619;8.2;66673
$;05:50:53;14:26:05;14.02.2019;Y;09;51 15.62484 N;011 25.13304 E;0.027;0.0;;145.4;21.250;18.500;28.595;1020.590;8.2;66673
$;05:50:55;14:26:07;14.02.2019;Y;09;51 15.62486 N;011 25.13308 E;0.158;0.2;;145.4;21.250;18.500;28.442;1020.590;8.2;66673
$;05:50:57;14:26:09;14.02.2019;Y;09;51 15.62481 N;011 25.13316 E;0.093;0.1;;145.6;21.250;18.500;27.992;1020.530;8.2;66673
$;05:50:59;14:26:11;14.02.2019;Y;09;51 15.62493 N;011 25.13343 E;0.168;0.3;;145.3;21.250;18.500;28.381;1020.510;8.2;66673
$;05:51:01;14:26:13;14.02.2019;Y;09;51 15.62503 N;011 25.13350 E;0.168;0.3;;145.4;21.250;18.500;27.847;1020.630;8.2;66673
$;05:51:03;14:26:15;14.02.2019;Y;10;51 15.62511 N;011 25.13351 E;0.114;0.2;;145.6;21.250;18.250;27.969;1020.409;8.2;66673
